,index,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Week,Day
3166,3165,3/1/2007,4:45:00,0.32,0.156,244.68,1.4,0,0,0,Week1,Day3
3167,3166,3/1/2007,4:46:00,0.32,0.154,244.5,1.4,0,0,0,Week1,Day3
3168,3167,3/1/2007,4:47:00,0.318,0.154,244.45,1.4,0,0,0,Week1,Day3
3169,3168,3/1/2007,4:48:00,0.286,0.108,244.68,1.2,0,0,0,Week1,Day3
3170,3169,3/1/2007,4:49:00,0.248,0.05,245.21,1,0,0,0,Week1,Day3
3171,3170,3/1/2007,4:50:00,0.246,0.05,245.01,1,0,0,0,Week1,Day3
3172,3171,3/1/2007,4:51:00,0.246,0.048,244.79,1,0,0,0,Week1,Day3
3173,3172,3/1/2007,4:52:00,0.244,0.046,244.4,1,0,0,0,Week1,Day3
3174,3173,3/1/2007,4:53:00,0.244,0,244.08,1,0,0,0,Week1,Day3
3175,3174,3/1/2007,4:54:00,0.248,0.05,245.08,1,0,0,0,Week1,Day3
3176,3175,3/1/2007,4:55:00,0.25,0.056,246.11,1,0,0,0,Week1,Day3
3177,3176,3/1/2007,4:56:00,0.306,0.114,246.78,1.4,0,0,0,Week1,Day3
3178,3177,3/1/2007,4:57:00,0.362,0.2,246.44,1.6,0,0,0,Week1,Day3
3179,3178,3/1/2007,4:58:00,0.356,0.194,245.9,1.6,0,0,0,Week1,Day3
3180,3179,3/1/2007,4:59:00,0.352,0.186,244.68,1.6,0,0,0,Week1,Day3
3181,3180,3/1/2007,5:00:00,0.35,0.188,244.79,1.6,0,0,0,Week1,Day3
3182,3181,3/1/2007,5:01:00,0.348,0.186,244.67,1.6,0,0,0,Week1,Day3
3183,3182,3/1/2007,5:02:00,0.348,0.188,244.96,1.6,0,0,0,Week1,Day3
3184,3183,3/1/2007,5:03:00,0.344,0.182,244.09,1.6,0,0,0,Week1,Day3
3185,3184,3/1/2007,5:04:00,0.342,0.18,243.72,1.6,0,0,0,Week1,Day3
3186,3185,3/1/2007,5:05:00,0.344,0.188,244.77,1.6,0,0,0,Week1,Day3
3187,3186,3/1/2007,5:06:00,0.342,0.186,244.62,1.6,0,0,0,Week1,Day3
3188,3187,3/1/2007,5:07:00,0.34,0.186,244.39,1.6,0,0,0,Week1,Day3
3189,3188,3/1/2007,5:08:00,0.34,0.186,244.36,1.6,0,0,0,Week1,Day3
3190,3189,3/1/2007,5:09:00,0.34,0.188,244.65,1.6,0,0,0,Week1,Day3
3191,3190,3/1/2007,5:10:00,0.302,0.13,243.82,1.4,0,0,0,Week1,Day3
3192,3191,3/1/2007,5:11:00,0.244,0,243.58,1,0,0,0,Week1,Day3
3193,3192,3/1/2007,5:12:00,0.244,0,243.59,1,0,0,0,Week1,Day3
3194,3193,3/1/2007,5:13:00,0.244,0.046,244.12,1,0,0,0,Week1,Day3
3195,3194,3/1/2007,5:14:00,0.244,0,243.46,1,0,0,0,Week1,Day3
3196,3195,3/1/2007,5:15:00,0.246,0.048,244.19,1,0,0,0,Week1,Day3
3197,3196,3/1/2007,5:16:00,0.246,0.048,244.38,1,0,0,0,Week1,Day3
3198,3197,3/1/2007,5:17:00,0.246,0.05,244.62,1,0,0,0,Week1,Day3
3199,3198,3/1/2007,5:18:00,0.248,0.052,245.23,1,0,0,0,Week1,Day3
3200,3199,3/1/2007,5:19:00,0.248,0.05,245.05,1,0,0,0,Week1,Day3
3201,3200,3/1/2007,5:20:00,0.248,0.052,245.31,1,0,0,0,Week1,Day3
3202,3201,3/1/2007,5:21:00,0.246,0.048,244.52,1,0,0,0,Week1,Day3
3203,3202,3/1/2007,5:22:00,0.244,0.046,244.01,1,0,0,0,Week1,Day3
3204,3203,3/1/2007,5:23:00,0.294,0.09,243.61,1.4,0,0,0,Week1,Day3
3205,3204,3/1/2007,5:24:00,1.304,0.132,241.91,5.6,0,0,15,Week1,Day3
3206,3205,3/1/2007,5:25:00,1.422,0.128,241.3,5.8,0,0,18,Week1,Day3
3207,3206,3/1/2007,5:26:00,1.404,0.126,240.87,5.8,0,0,18,Week1,Day3
3208,3207,3/1/2007,5:27:00,1.398,0.126,241.1,5.8,0,0,18,Week1,Day3
3209,3208,3/1/2007,5:28:00,1.398,0.128,241.63,5.8,0,0,18,Week1,Day3
3210,3209,3/1/2007,5:29:00,1.394,0.13,241.82,5.8,0,0,18,Week1,Day3
3211,3210,3/1/2007,5:30:00,1.396,0.134,242.27,5.8,0,0,18,Week1,Day3
3212,3211,3/1/2007,5:31:00,1.352,0.068,242.4,5.6,0,0,18,Week1,Day3
3213,3212,3/1/2007,5:32:00,1.336,0,243.32,5.4,0,0,19,Week1,Day3
3214,3213,3/1/2007,5:33:00,1.34,0,243.62,5.4,0,0,18,Week1,Day3
3215,3214,3/1/2007,5:34:00,1.344,0,243.46,5.4,0,0,18,Week1,Day3
3216,3215,3/1/2007,5:35:00,1.338,0,243.01,5.4,0,0,18,Week1,Day3
3217,3216,3/1/2007,5:36:00,1.338,0,243.1,5.4,0,0,18,Week1,Day3
3218,3217,3/1/2007,5:37:00,1.38,0.078,242.85,5.6,0,0,18,Week1,Day3
3219,3218,3/1/2007,5:38:00,1.444,0.17,243.26,6,0,0,18,Week1,Day3
3220,3219,3/1/2007,5:39:00,1.436,0.168,242.93,5.8,0,0,18,Week1,Day3
3221,3220,3/1/2007,5:40:00,1.428,0.164,242.48,5.8,0,0,18,Week1,Day3
3222,3221,3/1/2007,5:41:00,1.414,0.16,241.43,5.8,0,0,18,Week1,Day3
3223,3222,3/1/2007,5:42:00,1.408,0.156,240.93,5.8,0,0,18,Week1,Day3
3224,3223,3/1/2007,5:43:00,1.422,0.164,242.29,5.8,0,0,18,Week1,Day3
3225,3224,3/1/2007,5:44:00,1.412,0.16,241.68,5.8,0,0,18,Week1,Day3
3226,3225,3/1/2007,5:45:00,1.432,0.17,243.39,5.8,0,0,18,Week1,Day3
3227,3226,3/1/2007,5:46:00,1.454,0.184,245.52,6,0,0,18,Week1,Day3
3228,3227,3/1/2007,5:47:00,1.462,0.188,246.33,6,0,0,19,Week1,Day3
3229,3228,3/1/2007,5:48:00,1.464,0.19,246.59,6,0,0,19,Week1,Day3
3230,3229,3/1/2007,5:49:00,1.466,0.19,246.25,6,0,0,18,Week1,Day3
3231,3230,3/1/2007,5:50:00,1.468,0.19,246.32,6,0,0,19,Week1,Day3
3232,3231,3/1/2007,5:51:00,1.434,0.138,246.36,5.8,0,0,18,Week1,Day3
3233,3232,3/1/2007,5:52:00,1.38,0.05,246.99,5.6,0,0,19,Week1,Day3
3234,3233,3/1/2007,5:53:00,1.386,0.052,247.48,5.6,0,0,19,Week1,Day3
3235,3234,3/1/2007,5:54:00,1.37,0.046,246.52,5.4,0,0,18,Week1,Day3
3236,3235,3/1/2007,5:55:00,1.358,0,245.74,5.4,0,0,19,Week1,Day3
3237,3236,3/1/2007,5:56:00,1.354,0,245.33,5.4,0,0,18,Week1,Day3
3238,3237,3/1/2007,5:57:00,1.356,0,245.44,5.4,0,0,19,Week1,Day3
3239,3238,3/1/2007,5:58:00,1.356,0,245.41,5.4,0,0,18,Week1,Day3
3240,3239,3/1/2007,5:59:00,1.268,0,245.84,5.2,0,0,18,Week1,Day3
3241,3240,3/1/2007,6:00:00,0.258,0.062,247.22,1.2,0,0,0,Week1,Day3
3242,3241,3/1/2007,6:01:00,0.26,0.064,247.73,1.2,0,0,0,Week1,Day3
3243,3242,3/1/2007,6:02:00,0.3,0.102,247.96,1.4,0,0,0,Week1,Day3
3244,3243,3/1/2007,6:03:00,0.342,0.196,248.08,1.6,0,0,0,Week1,Day3
3245,3244,3/1/2007,6:04:00,0.342,0.19,247.12,1.6,0,2,0,Week1,Day3
3246,3245,3/1/2007,6:05:00,0.338,0.188,246.68,1.6,0,1,0,Week1,Day3
3247,3246,3/1/2007,6:06:00,0.372,0.21,246.75,1.8,0,2,0,Week1,Day3
3248,3247,3/1/2007,6:07:00,0.416,0.296,246.33,2,0,1,0,Week1,Day3
3249,3248,3/1/2007,6:08:00,0.416,0.296,246.23,2,0,1,0,Week1,Day3
3250,3249,3/1/2007,6:09:00,0.418,0.3,246.71,2,0,2,0,Week1,Day3
3251,3250,3/1/2007,6:10:00,0.414,0.294,245.91,2,0,1,0,Week1,Day3
3252,3251,3/1/2007,6:11:00,0.412,0.296,246.17,2,0,2,0,Week1,Day3
3253,3252,3/1/2007,6:12:00,0.41,0.294,245.91,2,0,1,0,Week1,Day3
3254,3253,3/1/2007,6:13:00,0.408,0.292,245.62,2,0,1,0,Week1,Day3
3255,3254,3/1/2007,6:14:00,0.364,0.226,245.7,1.8,0,2,0,Week1,Day3
3256,3255,3/1/2007,6:15:00,0.336,0.186,246.16,1.6,0,1,0,Week1,Day3
3257,3256,3/1/2007,6:16:00,0.334,0.182,245.77,1.6,0,2,0,Week1,Day3
3258,3257,3/1/2007,6:17:00,0.334,0.184,246.29,1.6,0,1,0,Week1,Day3
3259,3258,3/1/2007,6:18:00,0.332,0.184,246.32,1.6,0,1,0,Week1,Day3
3260,3259,3/1/2007,6:19:00,0.452,0.33,247.58,2.2,0,2,0,Week1,Day3
3261,3260,3/1/2007,6:20:00,0.444,0.336,247.36,2.2,0,1,0,Week1,Day3
3262,3261,3/1/2007,6:21:00,0.438,0.336,247.37,2.2,0,1,0,Week1,Day3
3263,3262,3/1/2007,6:22:00,0.436,0.336,247.33,2.2,0,1,0,Week1,Day3
3264,3263,3/1/2007,6:23:00,0.428,0.32,245.39,2.2,0,2,0,Week1,Day3
3265,3264,3/1/2007,6:24:00,0.428,0.324,245.98,2.2,0,1,0,Week1,Day3
3266,3265,3/1/2007,6:25:00,0.424,0.318,245.26,2.2,0,1,0,Week1,Day3
3267,3266,3/1/2007,6:26:00,0.42,0.314,244.61,2.2,0,1,0,Week1,Day3
3268,3267,3/1/2007,6:27:00,0.42,0.318,245.15,2.2,0,2,0,Week1,Day3
3269,3268,3/1/2007,6:28:00,0.418,0.314,244.7,2.2,0,1,0,Week1,Day3
3270,3269,3/1/2007,6:29:00,0.348,0.194,245.18,1.6,0,0,0,Week1,Day3
3271,3270,3/1/2007,6:30:00,0.346,0.194,245.93,1.6,0,0,0,Week1,Day3
3272,3271,3/1/2007,6:31:00,0.348,0.198,246.26,1.6,0,0,0,Week1,Day3
3273,3272,3/1/2007,6:32:00,0.346,0.194,245.73,1.6,0,0,0,Week1,Day3
3274,3273,3/1/2007,6:33:00,0.26,0.064,245.46,1.2,0,0,0,Week1,Day3
3275,3274,3/1/2007,6:34:00,0.25,0.05,245.11,1,0,0,0,Week1,Day3
3276,3275,3/1/2007,6:35:00,0.25,0.05,245.3,1,0,0,0,Week1,Day3
3277,3276,3/1/2007,6:36:00,0.252,0.054,245.82,1,0,0,0,Week1,Day3
3278,3277,3/1/2007,6:37:00,0.252,0.056,246.08,1,0,0,0,Week1,Day3
3279,3278,3/1/2007,6:38:00,0.252,0.058,246.57,1.2,0,0,0,Week1,Day3
3280,3279,3/1/2007,6:39:00,0.25,0.054,245.75,1,0,0,0,Week1,Day3
3281,3280,3/1/2007,6:40:00,0.25,0.054,245.65,1,0,0,0,Week1,Day3
3282,3281,3/1/2007,6:41:00,0.248,0.05,244.87,1,0,0,0,Week1,Day3
3283,3282,3/1/2007,6:42:00,0.248,0.048,244.65,1,0,0,0,Week1,Day3
3284,3283,3/1/2007,6:43:00,0.248,0.048,244.67,1,0,0,0,Week1,Day3
3285,3284,3/1/2007,6:44:00,0.248,0.046,244.33,1,0,0,0,Week1,Day3
3286,3285,3/1/2007,6:45:00,0.246,0.046,244.12,1,0,0,0,Week1,Day3
3287,3286,3/1/2007,6:46:00,0.248,0.05,244.97,1,0,0,0,Week1,Day3
3288,3287,3/1/2007,6:47:00,0.25,0.052,245.36,1,0,0,0,Week1,Day3
3289,3288,3/1/2007,6:48:00,0.252,0.056,246.24,1,0,0,0,Week1,Day3
3290,3289,3/1/2007,6:49:00,0.29,0.086,245.28,1.4,0,0,0,Week1,Day3
3291,3290,3/1/2007,6:50:00,0.324,0.16,245.27,1.4,0,0,0,Week1,Day3
3292,3291,3/1/2007,6:51:00,0.324,0.158,245.29,1.4,0,0,0,Week1,Day3
3293,3292,3/1/2007,6:52:00,0.326,0.162,245.77,1.4,0,0,0,Week1,Day3
3294,3293,3/1/2007,6:53:00,0.406,0.158,245.5,1.8,0,0,0,Week1,Day3
3295,3294,3/1/2007,6:54:00,0.456,0.156,245.19,2,0,0,0,Week1,Day3
3296,3295,3/1/2007,6:55:00,0.324,0.162,245.92,1.4,0,0,0,Week1,Day3
3297,3296,3/1/2007,6:56:00,0.322,0.164,246.25,1.4,0,0,0,Week1,Day3
3298,3297,3/1/2007,6:57:00,0.296,0.132,245.65,1.4,0,0,0,Week1,Day3
3299,3298,3/1/2007,6:58:00,0.242,0.05,245.26,1,0,0,0,Week1,Day3
3300,3299,3/1/2007,6:59:00,0.244,0.05,245.4,1,0,0,0,Week1,Day3
3301,3300,3/1/2007,7:00:00,0.316,0.118,245.36,1.6,0,0,0,Week1,Day3
3302,3301,3/1/2007,7:01:00,0.36,0.186,244.95,1.6,0,0,0,Week1,Day3
3303,3302,3/1/2007,7:02:00,0.352,0.18,244,1.6,0,0,0,Week1,Day3
3304,3303,3/1/2007,7:03:00,0.342,0.176,243.37,1.6,0,0,0,Week1,Day3
3305,3304,3/1/2007,7:04:00,0.342,0.18,243.97,1.6,0,0,0,Week1,Day3
3306,3305,3/1/2007,7:05:00,0.35,0.184,244.55,1.6,0,0,0,Week1,Day3
3307,3306,3/1/2007,7:06:00,0.348,0.182,244.13,1.6,0,0,0,Week1,Day3
3308,3307,3/1/2007,7:07:00,0.346,0.184,244.33,1.6,0,0,0,Week1,Day3
3309,3308,3/1/2007,7:08:00,0.344,0.18,243.9,1.6,0,0,0,Week1,Day3
3310,3309,3/1/2007,7:09:00,0.336,0.18,243.77,1.6,0,0,0,Week1,Day3
3311,3310,3/1/2007,7:10:00,0.336,0.182,243.87,1.6,0,0,0,Week1,Day3
3312,3311,3/1/2007,7:11:00,0.342,0.182,243.7,1.6,0,0,0,Week1,Day3
3313,3312,3/1/2007,7:12:00,0.338,0.174,242.66,1.6,0,0,0,Week1,Day3
3314,3313,3/1/2007,7:13:00,0.338,0.178,243.15,1.6,0,0,0,Week1,Day3
3315,3314,3/1/2007,7:14:00,0.334,0.172,242.88,1.6,0,0,0,Week1,Day3
3316,3315,3/1/2007,7:15:00,0.236,0,242.9,1,0,0,0,Week1,Day3
3317,3316,3/1/2007,7:16:00,0.238,0,242.54,1,0,0,0,Week1,Day3
3318,3317,3/1/2007,7:17:00,0.244,0,242.78,1,0,0,0,Week1,Day3
3319,3318,3/1/2007,7:18:00,0.244,0,243.45,1,0,0,0,Week1,Day3
3320,3319,3/1/2007,7:19:00,0.244,0,243.11,1,0,0,0,Week1,Day3
3321,3320,3/1/2007,7:20:00,0.242,0,243.65,1,0,0,0,Week1,Day3
3322,3321,3/1/2007,7:21:00,0.238,0,243.12,1,0,0,0,Week1,Day3
3323,3322,3/1/2007,7:22:00,0.238,0,242.08,1,0,0,0,Week1,Day3
3324,3323,3/1/2007,7:23:00,0.24,0,241.52,1,0,0,0,Week1,Day3
3325,3324,3/1/2007,7:24:00,0.242,0,242.1,1,0,0,0,Week1,Day3
3326,3325,3/1/2007,7:25:00,0.242,0,241.95,1,0,0,0,Week1,Day3
3327,3326,3/1/2007,7:26:00,0.24,0,242.45,1,0,0,0,Week1,Day3
3328,3327,3/1/2007,7:27:00,0.236,0,242.94,1,0,0,0,Week1,Day3
3329,3328,3/1/2007,7:28:00,0.24,0,242.71,1,0,0,0,Week1,Day3
3330,3329,3/1/2007,7:29:00,0.244,0,243.01,1,0,0,0,Week1,Day3
3331,3330,3/1/2007,7:30:00,0.244,0,242.79,1,0,0,0,Week1,Day3
3332,3331,3/1/2007,7:31:00,0.244,0,242.92,1,0,0,0,Week1,Day3
3333,3332,3/1/2007,7:32:00,0.32,0.132,242.99,1.6,0,0,0,Week1,Day3
3334,3333,3/1/2007,7:33:00,0.312,0.144,242.79,1.4,0,0,0,Week1,Day3
3335,3334,3/1/2007,7:34:00,0.318,0.144,242.78,1.4,0,0,0,Week1,Day3
3336,3335,3/1/2007,7:35:00,0.32,0.144,242.78,1.4,0,0,0,Week1,Day3
3337,3336,3/1/2007,7:36:00,0.32,0.146,243.03,1.4,0,0,0,Week1,Day3
3338,3337,3/1/2007,7:37:00,0.316,0.142,242.47,1.4,0,0,0,Week1,Day3
3339,3338,3/1/2007,7:38:00,0.312,0.138,241.88,1.4,0,0,0,Week1,Day3
3340,3339,3/1/2007,7:39:00,0.306,0.138,241.63,1.4,0,0,0,Week1,Day3
3341,3340,3/1/2007,7:40:00,0.272,0.088,242.08,1.2,0,0,0,Week1,Day3
3342,3341,3/1/2007,7:41:00,0.308,0.1,241.65,1.4,0,0,0,Week1,Day3
3343,3342,3/1/2007,7:42:00,0.354,0.174,242.66,1.6,0,0,0,Week1,Day3
3344,3343,3/1/2007,7:43:00,0.35,0.176,242.83,1.6,0,0,0,Week1,Day3
3345,3344,3/1/2007,7:44:00,0.342,0.174,242.56,1.6,0,0,0,Week1,Day3
3346,3345,3/1/2007,7:45:00,0.34,0.174,242.66,1.6,0,0,0,Week1,Day3
3347,3346,3/1/2007,7:46:00,0.344,0.178,243.07,1.6,0,0,0,Week1,Day3
3348,3347,3/1/2007,7:47:00,0.346,0.178,243.32,1.6,0,0,0,Week1,Day3
3349,3348,3/1/2007,7:48:00,0.344,0.178,243.04,1.6,0,0,0,Week1,Day3
3350,3349,3/1/2007,7:49:00,0.342,0.178,243.13,1.6,0,0,0,Week1,Day3
3351,3350,3/1/2007,7:50:00,0.334,0.178,243.32,1.6,0,0,0,Week1,Day3
3352,3351,3/1/2007,7:51:00,0.336,0.182,243.97,1.6,0,0,0,Week1,Day3
3353,3352,3/1/2007,7:52:00,0.34,0.176,242.92,1.6,0,0,0,Week1,Day3
3354,3353,3/1/2007,7:53:00,0.334,0.168,241.63,1.6,0,0,0,Week1,Day3
3355,3354,3/1/2007,7:54:00,0.334,0.164,241.22,1.6,0,0,0,Week1,Day3
3356,3355,3/1/2007,7:55:00,0.332,0.16,240.26,1.6,0,0,0,Week1,Day3
3357,3356,3/1/2007,7:56:00,0.294,0.114,239.49,1.4,0,0,0,Week1,Day3
3358,3357,3/1/2007,7:57:00,0.23,0,239.75,1,0,0,0,Week1,Day3
3359,3358,3/1/2007,7:58:00,0.24,0,240.82,1,0,0,0,Week1,Day3
3360,3359,3/1/2007,7:59:00,0.242,0,241.73,1,0,0,0,Week1,Day3
3361,3360,3/1/2007,8:00:00,0.24,0,241.52,1,0,0,0,Week1,Day3
3362,3361,3/1/2007,8:01:00,0.24,0,242.91,1,0,0,0,Week1,Day3
3363,3362,3/1/2007,8:02:00,0.236,0,242.84,1,0,0,0,Week1,Day3
3364,3363,3/1/2007,8:03:00,0.24,0,242.8,1,0,0,0,Week1,Day3
3365,3364,3/1/2007,8:04:00,0.24,0,241.34,1,0,0,0,Week1,Day3
3366,3365,3/1/2007,8:05:00,0.24,0,241.08,1,0,0,0,Week1,Day3
3367,3366,3/1/2007,8:06:00,0.24,0,241.19,1,0,0,0,Week1,Day3
3368,3367,3/1/2007,8:07:00,0.234,0,241.76,1,0,0,0,Week1,Day3
3369,3368,3/1/2007,8:08:00,0.236,0,242.24,1,0,0,0,Week1,Day3
3370,3369,3/1/2007,8:09:00,0.242,0,242.44,1,0,0,0,Week1,Day3
3371,3370,3/1/2007,8:10:00,0.24,0,241.13,1,0,0,0,Week1,Day3
3372,3371,3/1/2007,8:11:00,0.238,0,240.32,1,0,0,0,Week1,Day3
3373,3372,3/1/2007,8:12:00,0.238,0,240.33,1,0,0,0,Week1,Day3
3374,3373,3/1/2007,8:13:00,0.282,0.068,240.22,1.4,0,0,0,Week1,Day3
3375,3374,3/1/2007,8:14:00,0.304,0.13,239.92,1.4,0,0,0,Week1,Day3
3376,3375,3/1/2007,8:15:00,0.306,0.128,239.57,1.4,0,0,0,Week1,Day3
3377,3376,3/1/2007,8:16:00,0.312,0.128,239.69,1.4,0,0,0,Week1,Day3
3378,3377,3/1/2007,8:17:00,0.312,0.128,239.52,1.4,0,0,0,Week1,Day3
3379,3378,3/1/2007,8:18:00,0.308,0.124,238.87,1.4,0,0,0,Week1,Day3
3380,3379,3/1/2007,8:19:00,0.302,0.124,239.09,1.4,0,0,0,Week1,Day3
3381,3380,3/1/2007,8:20:00,0.304,0.132,240.6,1.4,0,0,0,Week1,Day3
3382,3381,3/1/2007,8:21:00,0.31,0.134,240.5,1.4,0,0,0,Week1,Day3
3383,3382,3/1/2007,8:22:00,0.252,0.05,241.73,1,0,0,0,Week1,Day3
3384,3383,3/1/2007,8:23:00,0.366,0.172,241.53,1.8,0,0,0,Week1,Day3
3385,3384,3/1/2007,8:24:00,0.346,0.17,241.68,1.6,0,0,0,Week1,Day3
3386,3385,3/1/2007,8:25:00,0.338,0.166,241.16,1.6,0,0,0,Week1,Day3
3387,3386,3/1/2007,8:26:00,0.342,0.17,241.63,1.6,0,0,0,Week1,Day3
3388,3387,3/1/2007,8:27:00,0.344,0.172,241.87,1.6,0,0,0,Week1,Day3
3389,3388,3/1/2007,8:28:00,0.34,0.168,241.28,1.6,0,0,0,Week1,Day3
3390,3389,3/1/2007,8:29:00,0.34,0.17,241.58,1.6,0,0,0,Week1,Day3
3391,3390,3/1/2007,8:30:00,0.334,0.164,240.82,1.6,0,0,0,Week1,Day3
3392,3391,3/1/2007,8:31:00,0.328,0.16,240.28,1.6,0,0,0,Week1,Day3
3393,3392,3/1/2007,8:32:00,0.428,0.286,240.19,2.2,0,0,0,Week1,Day3
3394,3393,3/1/2007,8:33:00,0.42,0.292,241.24,2,0,1,0,Week1,Day3
3395,3394,3/1/2007,8:34:00,0.416,0.292,241.22,2,0,2,0,Week1,Day3
3396,3395,3/1/2007,8:35:00,0.416,0.288,240.93,2,0,1,0,Week1,Day3
3397,3396,3/1/2007,8:36:00,0.41,0.29,241.11,2,0,2,0,Week1,Day3
3398,3397,3/1/2007,8:37:00,0.41,0.29,241.23,2,0,1,0,Week1,Day3
3399,3398,3/1/2007,8:38:00,0.368,0.222,241.73,1.8,0,1,0,Week1,Day3
3400,3399,3/1/2007,8:39:00,0.326,0.16,242.05,1.4,0,2,0,Week1,Day3
3401,3400,3/1/2007,8:40:00,0.326,0.164,242.86,1.4,0,1,0,Week1,Day3
3402,3401,3/1/2007,8:41:00,0.328,0.168,243.58,1.6,0,2,0,Week1,Day3
3403,3402,3/1/2007,8:42:00,0.32,0.168,243.59,1.4,0,1,0,Week1,Day3
3404,3403,3/1/2007,8:43:00,0.32,0.166,243.2,1.4,0,1,0,Week1,Day3
3405,3404,3/1/2007,8:44:00,0.326,0.166,243.25,1.4,0,2,0,Week1,Day3
3406,3405,3/1/2007,8:45:00,0.324,0.162,242.72,1.4,0,1,0,Week1,Day3
3407,3406,3/1/2007,8:46:00,0.328,0.168,241.78,1.6,0,1,0,Week1,Day3
3408,3407,3/1/2007,8:47:00,0.328,0.178,241.83,1.6,0,2,0,Week1,Day3
3409,3408,3/1/2007,8:48:00,0.326,0.178,241.9,1.6,0,1,0,Week1,Day3
3410,3409,3/1/2007,8:49:00,0.328,0.176,241.62,1.6,0,1,0,Week1,Day3
3411,3410,3/1/2007,8:50:00,0.33,0.174,241.41,1.6,0,2,0,Week1,Day3
3412,3411,3/1/2007,8:51:00,0.326,0.168,240.34,1.6,0,1,0,Week1,Day3
3413,3412,3/1/2007,8:52:00,0.324,0.166,240.13,1.6,0,1,0,Week1,Day3
3414,3413,3/1/2007,8:53:00,0.318,0.166,240.02,1.4,0,1,0,Week1,Day3
3415,3414,3/1/2007,8:54:00,0.372,0.218,240.07,1.8,0,2,0,Week1,Day3
3416,3415,3/1/2007,8:55:00,0.4,0.274,240.78,2,0,1,0,Week1,Day3
3417,3416,3/1/2007,8:56:00,0.4,0.274,240.76,2,0,1,0,Week1,Day3
3418,3417,3/1/2007,8:57:00,0.404,0.284,242.22,2,0,1,0,Week1,Day3
3419,3418,3/1/2007,8:58:00,0.356,0.212,242.62,1.8,0,1,0,Week1,Day3
3420,3419,3/1/2007,8:59:00,0.324,0.162,242.43,1.4,0,0,0,Week1,Day3
3421,3420,3/1/2007,9:00:00,0.324,0.162,242.48,1.4,0,0,0,Week1,Day3
3422,3421,3/1/2007,9:01:00,0.332,0.17,243.75,1.6,0,0,0,Week1,Day3
3423,3422,3/1/2007,9:02:00,0.328,0.164,242.93,1.6,0,0,0,Week1,Day3
3424,3423,3/1/2007,9:03:00,0.262,0.066,242.1,1.2,0,0,0,Week1,Day3
3425,3424,3/1/2007,9:04:00,0.276,0.074,242.19,1.4,0,0,0,Week1,Day3
3426,3425,3/1/2007,9:05:00,0.358,0.184,241.17,1.6,0,0,0,Week1,Day3
3427,3426,3/1/2007,9:06:00,0.36,0.186,241.44,1.6,0,0,0,Week1,Day3
3428,3427,3/1/2007,9:07:00,0.36,0.186,241.44,1.6,0,0,0,Week1,Day3
3429,3428,3/1/2007,9:08:00,0.358,0.19,241.93,1.6,0,0,0,Week1,Day3
3430,3429,3/1/2007,9:09:00,0.354,0.186,241.15,1.6,0,0,0,Week1,Day3
3431,3430,3/1/2007,9:10:00,0.348,0.188,241.59,1.6,0,0,0,Week1,Day3
3432,3431,3/1/2007,9:11:00,0.346,0.184,240.95,1.6,0,0,0,Week1,Day3
3433,3432,3/1/2007,9:12:00,0.354,0.188,241.39,1.6,0,0,0,Week1,Day3
3434,3433,3/1/2007,9:13:00,0.352,0.19,241.73,1.6,0,0,0,Week1,Day3
3435,3434,3/1/2007,9:14:00,0.35,0.188,241.37,1.6,0,0,0,Week1,Day3
3436,3435,3/1/2007,9:15:00,0.348,0.188,241.51,1.6,0,0,0,Week1,Day3
3437,3436,3/1/2007,9:16:00,0.342,0.184,240.84,1.6,0,0,0,Week1,Day3
3438,3437,3/1/2007,9:17:00,0.348,0.18,240.3,1.6,0,0,0,Week1,Day3
3439,3438,3/1/2007,9:18:00,0.356,0.184,240.94,1.6,0,0,0,Week1,Day3
3440,3439,3/1/2007,9:19:00,0.354,0.184,240.92,1.6,0,0,0,Week1,Day3
3441,3440,3/1/2007,9:20:00,0.306,0.116,241.03,1.4,0,0,0,Week1,Day3
3442,3441,3/1/2007,9:21:00,0.256,0.054,241.45,1.2,0,0,0,Week1,Day3
3443,3442,3/1/2007,9:22:00,0.256,0.052,241.38,1.2,0,0,0,Week1,Day3
3444,3443,3/1/2007,9:23:00,0.256,0.052,241.21,1.2,0,0,0,Week1,Day3
3445,3444,3/1/2007,9:24:00,0.376,0,241.06,1.8,0,0,0,Week1,Day3
3446,3445,3/1/2007,9:25:00,0.432,0,240.62,2,0,0,0,Week1,Day3
3447,3446,3/1/2007,9:26:00,0.528,0,240.07,2.6,0,0,0,Week1,Day3
3448,3447,3/1/2007,9:27:00,0.724,0,240.08,3.4,0,0,0,Week1,Day3
3449,3448,3/1/2007,9:28:00,0.656,0.05,240.28,3,0,0,0,Week1,Day3
3450,3449,3/1/2007,9:29:00,0.76,0,239.69,3.4,0,0,0,Week1,Day3
3451,3450,3/1/2007,9:30:00,0.764,0,239.47,3.4,0,0,0,Week1,Day3
3452,3451,3/1/2007,9:31:00,0.766,0,239.78,3.4,0,0,0,Week1,Day3
3453,3452,3/1/2007,9:32:00,0.766,0,240.55,3.4,0,0,0,Week1,Day3
3454,3453,3/1/2007,9:33:00,0.762,0,240.11,3.4,0,0,0,Week1,Day3
3455,3454,3/1/2007,9:34:00,0.8,0.07,240.31,3.6,0,0,0,Week1,Day3
