id,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Week,Day
6927,5/1/2007,19:26:00,1.532,0.26,236.99,6.4,0,0,0,Week1,Day5
6928,5/1/2007,19:27:00,1.53,0.262,237.03,6.4,0,0,0,Week1,Day5
6929,5/1/2007,19:28:00,1.526,0.262,236.64,6.4,0,0,0,Week1,Day5
6930,5/1/2007,19:29:00,1.524,0.26,236.69,6.4,0,0,0,Week1,Day5
6931,5/1/2007,19:30:00,1.336,0.134,237.21,5.6,0,0,0,Week1,Day5
6932,5/1/2007,19:31:00,1.314,0.118,238.78,5.4,0,0,0,Week1,Day5
6933,5/1/2007,19:32:00,1.308,0.116,238.25,5.4,0,0,0,Week1,Day5
6934,5/1/2007,19:33:00,1.37,0.184,237.82,5.8,0,0,0,Week1,Day5
6935,5/1/2007,19:34:00,1.386,0.232,237.94,5.8,0,2,0,Week1,Day5
6936,5/1/2007,19:35:00,1.388,0.234,238.25,5.8,0,1,0,Week1,Day5
6937,5/1/2007,19:36:00,1.356,0.18,237.74,5.6,0,1,0,Week1,Day5
6938,5/1/2007,19:37:00,1.324,0.132,238.01,5.6,0,2,0,Week1,Day5
6939,5/1/2007,19:38:00,1.32,0.13,238.21,5.6,0,1,0,Week1,Day5
6940,5/1/2007,19:39:00,1.318,0.13,237.89,5.4,0,2,0,Week1,Day5
6941,5/1/2007,19:40:00,1.36,0.17,238.02,5.8,0,1,0,Week1,Day5
6942,5/1/2007,19:41:00,1.426,0.258,237.88,6,0,2,0,Week1,Day5
6943,5/1/2007,19:42:00,1.42,0.258,237.83,6,0,1,0,Week1,Day5
6944,5/1/2007,19:43:00,1.416,0.256,237.53,6,0,1,0,Week1,Day5
6945,5/1/2007,19:44:00,1.414,0.252,237.15,6,0,2,0,Week1,Day5
6946,5/1/2007,19:45:00,1.406,0.254,236.95,6,0,1,0,Week1,Day5
6947,5/1/2007,19:46:00,1.406,0.256,237.08,6,0,2,0,Week1,Day5
6948,5/1/2007,19:47:00,1.404,0.256,237.17,6,0,1,0,Week1,Day5
6949,5/1/2007,19:48:00,1.408,0.26,238.05,6,0,1,0,Week1,Day5
6950,5/1/2007,19:49:00,1.402,0.258,237.56,6,0,2,0,Week1,Day5
6951,5/1/2007,19:50:00,1.404,0.26,238.01,6,0,1,0,Week1,Day5
6952,5/1/2007,19:51:00,1.446,0.264,238.16,6.2,0,1,0,Week1,Day5
6953,5/1/2007,19:52:00,1.444,0.282,238.53,6.2,0,1,0,Week1,Day5
6954,5/1/2007,19:53:00,1.796,0.458,237.88,7.8,0,2,0,Week1,Day5
6955,5/1/2007,19:54:00,1.426,0.276,239.16,6,0,1,0,Week1,Day5
6956,5/1/2007,19:55:00,1.42,0.28,238.86,6,0,1,0,Week1,Day5
6957,5/1/2007,19:56:00,1.442,0.224,238.17,6,1,2,0,Week1,Day5
6958,5/1/2007,19:57:00,1.268,0.154,239.06,5.4,1,1,0,Week1,Day5
6959,5/1/2007,19:58:00,1.064,0.15,239.27,4.4,2,1,0,Week1,Day5
6960,5/1/2007,19:59:00,1.058,0.15,238.91,4.4,1,1,0,Week1,Day5
6961,5/1/2007,20:00:00,1.33,0.176,239.08,5.6,1,2,0,Week1,Day5
6962,5/1/2007,20:01:00,1.364,0.252,238.41,5.8,1,1,0,Week1,Day5
6963,5/1/2007,20:02:00,1.466,0.252,238.54,6.2,1,1,0,Week1,Day5
6964,5/1/2007,20:03:00,1.462,0.252,238.56,6.2,2,1,0,Week1,Day5
6965,5/1/2007,20:04:00,1.47,0.258,239.36,6.2,1,2,0,Week1,Day5
6966,5/1/2007,20:05:00,1.4,0.138,239.72,5.8,1,0,0,Week1,Day5
6967,5/1/2007,20:06:00,1.394,0.132,239.7,5.8,1,0,0,Week1,Day5
6968,5/1/2007,20:07:00,1.126,0.134,239.36,4.8,1,0,0,Week1,Day5
6969,5/1/2007,20:08:00,1.064,0.132,239.49,4.4,2,0,0,Week1,Day5
6970,5/1/2007,20:09:00,1.066,0.138,239.19,4.4,1,0,0,Week1,Day5
6971,5/1/2007,20:10:00,1.058,0.13,239.13,4.4,1,0,0,Week1,Day5
6972,5/1/2007,20:11:00,1.064,0.136,239.36,4.4,1,0,0,Week1,Day5
6973,5/1/2007,20:12:00,0.992,0.108,239.02,4.2,1,0,0,Week1,Day5
6974,5/1/2007,20:13:00,0.984,0.05,239.66,4,1,0,0,Week1,Day5
6975,5/1/2007,20:14:00,1.188,0.046,240.83,5.6,2,0,0,Week1,Day5
6976,5/1/2007,20:15:00,3.216,0,237.86,13.4,39,0,0,Week1,Day5
6977,5/1/2007,20:16:00,3.198,0,237.58,13.4,38,0,0,Week1,Day5
6978,5/1/2007,20:17:00,3.182,0,236.98,13.4,38,0,0,Week1,Day5
6979,5/1/2007,20:18:00,3.16,0,236.23,13.2,37,0,0,Week1,Day5
6980,5/1/2007,20:19:00,3.17,0,236.65,13.4,38,0,0,Week1,Day5
6981,5/1/2007,20:20:00,3.204,0,236.9,13.4,38,0,0,Week1,Day5
6982,5/1/2007,20:21:00,3.29,0.14,237.35,13.8,37,0,0,Week1,Day5
6983,5/1/2007,20:22:00,3.3,0.14,237.97,13.8,38,0,0,Week1,Day5
6984,5/1/2007,20:23:00,3.288,0.14,237.65,13.8,38,0,0,Week1,Day5
6985,5/1/2007,20:24:00,3.574,0.128,236.86,15.2,38,0,0,Week1,Day5
6986,5/1/2007,20:25:00,4.816,0.138,235.14,20.4,37,0,0,Week1,Day5
6987,5/1/2007,20:26:00,4.83,0.14,235.69,20.4,37,0,0,Week1,Day5
6988,5/1/2007,20:27:00,3.656,0.172,238.27,15.6,14,0,0,Week1,Day5
6989,5/1/2007,20:28:00,3.174,0.19,239.18,13.2,1,0,0,Week1,Day5
6990,5/1/2007,20:29:00,4.15,0.176,237.29,17.4,1,0,14,Week1,Day5
6991,5/1/2007,20:30:00,4.204,0.174,237.12,17.6,1,0,18,Week1,Day5
6992,5/1/2007,20:31:00,4.336,0.17,236.7,18.2,1,0,18,Week1,Day5
6993,5/1/2007,20:32:00,4.374,0.164,236.81,18.4,2,0,17,Week1,Day5
6994,5/1/2007,20:33:00,4.126,0.17,237.31,17.4,1,0,18,Week1,Day5
6995,5/1/2007,20:34:00,3.516,0.176,237.58,14.8,1,0,17,Week1,Day5
6996,5/1/2007,20:35:00,3.34,0.17,237.55,14,1,0,18,Week1,Day5
6997,5/1/2007,20:36:00,3.15,0.11,236.94,13.2,1,0,17,Week1,Day5
6998,5/1/2007,20:37:00,4.66,0,235.42,20.2,25,0,17,Week1,Day5
6999,5/1/2007,20:38:00,5.248,0,234.97,22.2,37,0,17,Week1,Day5
7000,5/1/2007,20:39:00,5.236,0,234.73,22.2,37,0,17,Week1,Day5
7001,5/1/2007,20:40:00,5.286,0.046,234.98,22.4,37,0,17,Week1,Day5
7002,5/1/2007,20:41:00,5.33,0.11,235.31,22.6,37,0,17,Week1,Day5
7003,5/1/2007,20:42:00,5.346,0.112,235.65,22.6,37,0,17,Week1,Day5
7004,5/1/2007,20:43:00,5.32,0.11,235.12,22.6,37,0,17,Week1,Day5
7005,5/1/2007,20:44:00,5.354,0.114,235.9,22.6,37,0,17,Week1,Day5
7006,5/1/2007,20:45:00,3.5,0.128,237.55,15,8,0,17,Week1,Day5
7007,5/1/2007,20:46:00,3.22,0.13,237.5,13.4,1,0,17,Week1,Day5
7008,5/1/2007,20:47:00,3.22,0.13,237.76,13.4,2,0,18,Week1,Day5
7009,5/1/2007,20:48:00,3.04,0.13,237.68,12.8,1,0,17,Week1,Day5
7010,5/1/2007,20:49:00,1.926,0.126,239.31,8,1,0,17,Week1,Day5
7011,5/1/2007,20:50:00,3.808,0.084,237.06,16.2,31,0,18,Week1,Day5
7012,5/1/2007,20:51:00,4.03,0,237.36,16.8,38,0,17,Week1,Day5
7013,5/1/2007,20:52:00,2.132,0,239.24,9.4,8,0,18,Week1,Day5
7014,5/1/2007,20:53:00,1.868,0,239.57,7.8,1,0,17,Week1,Day5
7015,5/1/2007,20:54:00,2.052,0,239.38,8.8,4,0,18,Week1,Day5
7016,5/1/2007,20:55:00,1.862,0,239.06,7.8,1,0,17,Week1,Day5
7017,5/1/2007,20:56:00,1.856,0,238.47,7.8,2,0,18,Week1,Day5
7018,5/1/2007,20:57:00,1.85,0,238.24,7.6,1,0,17,Week1,Day5
7019,5/1/2007,20:58:00,1.854,0,238.77,7.6,1,0,17,Week1,Day5
7020,5/1/2007,20:59:00,1.862,0,239.49,7.6,1,0,18,Week1,Day5
7021,5/1/2007,21:00:00,1.914,0.076,239.36,8,2,0,18,Week1,Day5
7022,5/1/2007,21:01:00,1.968,0.156,239.46,8.2,1,0,17,Week1,Day5
7023,5/1/2007,21:02:00,1.978,0.162,240.37,8.2,1,0,18,Week1,Day5
7024,5/1/2007,21:03:00,1.976,0.162,240.31,8.2,1,0,18,Week1,Day5
7025,5/1/2007,21:04:00,1.966,0.158,239.72,8.2,2,0,17,Week1,Day5
7026,5/1/2007,21:05:00,1.962,0.156,239.53,8.2,1,0,18,Week1,Day5
7027,5/1/2007,21:06:00,1.962,0.158,239.7,8.2,1,0,17,Week1,Day5
7028,5/1/2007,21:07:00,1.964,0.158,239.81,8.2,1,0,18,Week1,Day5
7029,5/1/2007,21:08:00,1.96,0.156,239.37,8.2,2,0,18,Week1,Day5
7030,5/1/2007,21:09:00,1.964,0.158,239.56,8.2,1,0,17,Week1,Day5
7031,5/1/2007,21:10:00,1.942,0.15,238.15,8.2,1,0,18,Week1,Day5
7032,5/1/2007,21:11:00,1.932,0.146,237.33,8,1,0,17,Week1,Day5
7033,5/1/2007,21:12:00,1.928,0.146,237.18,8,2,0,17,Week1,Day5
7034,5/1/2007,21:13:00,1.92,0.144,236.61,8,1,0,17,Week1,Day5
7035,5/1/2007,21:14:00,1.912,0.142,236.22,8,1,0,17,Week1,Day5
7036,5/1/2007,21:15:00,1.912,0.14,236.05,8,1,0,17,Week1,Day5
7037,5/1/2007,21:16:00,1.822,0,235.03,7.6,1,0,17,Week1,Day5
7038,5/1/2007,21:17:00,1.916,0,235.31,8,2,0,17,Week1,Day5
7039,5/1/2007,21:18:00,1.974,0,236.01,8.2,1,0,17,Week1,Day5
7040,5/1/2007,21:19:00,2.018,0.052,235.25,8.6,1,0,17,Week1,Day5
7041,5/1/2007,21:20:00,2.042,0.108,235.69,8.6,1,0,17,Week1,Day5
7042,5/1/2007,21:21:00,2.048,0.106,235.67,8.6,2,0,17,Week1,Day5
7043,5/1/2007,21:22:00,2.128,0.134,235.67,9,1,0,17,Week1,Day5
7044,5/1/2007,21:23:00,2.292,0.144,235.57,9.6,0,0,17,Week1,Day5
7045,5/1/2007,21:24:00,2.178,0.152,235.85,9.2,1,0,17,Week1,Day5
7046,5/1/2007,21:25:00,2.358,0.132,236.8,10,0,0,18,Week1,Day5
7047,5/1/2007,21:26:00,2.582,0.118,236.94,10.8,1,0,17,Week1,Day5
7048,5/1/2007,21:27:00,2.406,0.14,236.4,10.2,1,0,17,Week1,Day5
7049,5/1/2007,21:28:00,2.1,0.124,236.97,8.8,1,0,17,Week1,Day5
7050,5/1/2007,21:29:00,1.94,0.058,237.05,8.2,1,0,17,Week1,Day5
7051,5/1/2007,21:30:00,2.048,0,237.18,8.6,1,0,18,Week1,Day5
7052,5/1/2007,21:31:00,2.024,0,236.87,8.6,1,0,17,Week1,Day5
7053,5/1/2007,21:32:00,2.006,0,238.08,8.4,2,0,17,Week1,Day5
7054,5/1/2007,21:33:00,2.008,0,238.31,8.4,1,0,18,Week1,Day5
7055,5/1/2007,21:34:00,2.018,0,238.88,8.4,1,0,17,Week1,Day5
7056,5/1/2007,21:35:00,2.006,0,238.17,8.4,1,0,17,Week1,Day5
7057,5/1/2007,21:36:00,1.994,0.048,237.89,8.4,1,0,18,Week1,Day5
7058,5/1/2007,21:37:00,1.984,0,237.36,8.4,1,0,17,Week1,Day5
7059,5/1/2007,21:38:00,2.014,0,237.41,8.4,1,0,17,Week1,Day5
7060,5/1/2007,21:39:00,2.014,0,237.34,8.4,2,0,18,Week1,Day5
7061,5/1/2007,21:40:00,2.118,0.126,238,9,1,0,17,Week1,Day5
7062,5/1/2007,21:41:00,2.122,0.144,238.27,9,1,0,17,Week1,Day5
7063,5/1/2007,21:42:00,2.116,0.144,238.17,8.8,1,0,18,Week1,Day5
7064,5/1/2007,21:43:00,2.122,0.146,238.73,8.8,1,0,17,Week1,Day5
7065,5/1/2007,21:44:00,2.134,0.152,239.69,9,2,0,18,Week1,Day5
7066,5/1/2007,21:45:00,2.97,0.186,238.86,12.6,1,0,17,Week1,Day5
7067,5/1/2007,21:46:00,3.408,0.178,238.21,14.2,0,0,18,Week1,Day5
7068,5/1/2007,21:47:00,3.616,0.16,237.51,15.4,3,0,17,Week1,Day5
7069,5/1/2007,21:48:00,5.53,0.13,235.25,23.4,37,0,17,Week1,Day5
7070,5/1/2007,21:49:00,5.514,0.13,235.04,23.4,37,0,17,Week1,Day5
7071,5/1/2007,21:50:00,5.518,0.13,235.17,23.4,37,0,17,Week1,Day5
7072,5/1/2007,21:51:00,5.514,0.13,235.21,23.4,37,0,17,Week1,Day5
7073,5/1/2007,21:52:00,5.51,0.13,235.11,23.4,37,0,17,Week1,Day5
7074,5/1/2007,21:53:00,5.476,0.13,235.55,23.2,37,0,17,Week1,Day5
7075,5/1/2007,21:54:00,4.32,0.156,237.11,18.2,38,0,17,Week1,Day5
7076,5/1/2007,21:55:00,4.35,0.22,237.42,18.2,38,1,17,Week1,Day5
7077,5/1/2007,21:56:00,4.26,0.112,236.62,18,37,1,17,Week1,Day5
7078,5/1/2007,21:57:00,4.25,0.11,236.37,18,37,1,18,Week1,Day5
7079,5/1/2007,21:58:00,4.232,0.108,235.99,17.8,37,2,17,Week1,Day5
7080,5/1/2007,21:59:00,4.304,0.204,235.42,18.2,37,1,17,Week1,Day5
7081,5/1/2007,22:00:00,4.278,0.206,235.35,18.2,37,2,17,Week1,Day5
7082,5/1/2007,22:01:00,4.276,0.208,235.33,18.2,37,1,17,Week1,Day5
7083,5/1/2007,22:02:00,3.23,0.218,236.54,14.4,21,2,17,Week1,Day5
7084,5/1/2007,22:03:00,3.24,0.216,236.89,14.4,0,1,17,Week1,Day5
7085,5/1/2007,22:04:00,5.694,0.188,233.91,24.2,0,1,17,Week1,Day5
7086,5/1/2007,22:05:00,5.662,0.184,233.26,24.2,0,2,16,Week1,Day5
7087,5/1/2007,22:06:00,4.53,0.226,235.2,20,1,1,17,Week1,Day5
7088,5/1/2007,22:07:00,2.76,0.236,237.1,11.8,0,2,18,Week1,Day5
7089,5/1/2007,22:08:00,2.116,0.23,239.23,8.8,0,1,17,Week1,Day5
7090,5/1/2007,22:09:00,2.074,0.136,239.97,8.6,0,1,18,Week1,Day5
7091,5/1/2007,22:10:00,2.076,0.14,240.3,8.6,0,2,17,Week1,Day5
7092,5/1/2007,22:11:00,2.064,0.138,240.06,8.6,0,1,18,Week1,Day5
7093,5/1/2007,22:12:00,2.058,0.136,240.4,8.6,0,1,18,Week1,Day5
7094,5/1/2007,22:13:00,2.064,0.138,240.79,8.6,0,2,18,Week1,Day5
7095,5/1/2007,22:14:00,2.064,0.136,240.67,8.6,0,1,17,Week1,Day5
7096,5/1/2007,22:15:00,2.052,0.136,239.92,8.6,0,1,18,Week1,Day5
7097,5/1/2007,22:16:00,2.088,0.18,240,8.8,0,1,18,Week1,Day5
7098,5/1/2007,22:17:00,2.06,0.134,240.62,8.6,0,2,17,Week1,Day5
7099,5/1/2007,22:18:00,2.066,0.136,241.03,8.6,0,1,18,Week1,Day5
7100,5/1/2007,22:19:00,2.048,0.13,239.64,8.6,0,1,18,Week1,Day5
7101,5/1/2007,22:20:00,2.128,0.23,238.4,9,0,1,17,Week1,Day5
7102,5/1/2007,22:21:00,2.128,0.252,238.03,9,0,2,18,Week1,Day5
7103,5/1/2007,22:22:00,2.144,0.26,239.4,9,0,1,17,Week1,Day5
7104,5/1/2007,22:23:00,2.1,0.16,240.76,8.8,0,0,18,Week1,Day5
7105,5/1/2007,22:24:00,2.09,0.148,240.61,8.6,0,0,18,Week1,Day5
7106,5/1/2007,22:25:00,2.09,0.15,240.78,8.6,0,0,17,Week1,Day5
7107,5/1/2007,22:26:00,2.086,0.15,240.64,8.6,0,0,18,Week1,Day5
7108,5/1/2007,22:27:00,2.166,0.146,239.5,9.2,0,0,18,Week1,Day5
7109,5/1/2007,22:28:00,3.178,0.148,238.05,13.2,0,0,17,Week1,Day5
7110,5/1/2007,22:29:00,3.178,0.148,238.14,13.2,0,0,17,Week1,Day5
7111,5/1/2007,22:30:00,3.174,0.15,238.05,13.2,0,0,18,Week1,Day5
7112,5/1/2007,22:31:00,3.178,0.146,238.27,13.2,0,0,17,Week1,Day5
7113,5/1/2007,22:32:00,3.19,0.15,238.74,13.2,0,0,18,Week1,Day5
7114,5/1/2007,22:33:00,3.182,0.152,238.44,13.2,0,0,17,Week1,Day5
7115,5/1/2007,22:34:00,2.972,0.148,238.09,12.6,0,0,17,Week1,Day5
7116,5/1/2007,22:35:00,1.868,0.144,239.36,7.8,0,0,18,Week1,Day5
7117,5/1/2007,22:36:00,1.794,0,239.28,7.4,0,0,17,Week1,Day5
7118,5/1/2007,22:37:00,1.778,0,239.36,7.4,0,0,18,Week1,Day5
7119,5/1/2007,22:38:00,1.796,0,239.2,7.4,0,0,18,Week1,Day5
7120,5/1/2007,22:39:00,1.848,0.112,239.01,7.6,0,0,17,Week1,Day5
7121,5/1/2007,22:40:00,1.856,0.116,239.68,7.6,0,0,18,Week1,Day5
7122,5/1/2007,22:41:00,1.862,0.116,240.04,7.6,0,0,17,Week1,Day5
7123,5/1/2007,22:42:00,1.858,0.116,239.79,7.6,0,0,18,Week1,Day5
7124,5/1/2007,22:43:00,1.856,0.116,239.78,7.6,0,0,18,Week1,Day5
7125,5/1/2007,22:44:00,1.864,0.118,240.44,7.6,0,0,17,Week1,Day5
7126,5/1/2007,22:45:00,1.86,0.118,240.3,7.6,0,0,18,Week1,Day5
7127,5/1/2007,22:46:00,1.868,0.12,240.94,7.6,0,0,18,Week1,Day5
7128,5/1/2007,22:47:00,1.866,0.12,240.77,7.6,0,0,17,Week1,Day5
7129,5/1/2007,22:48:00,1.858,0.102,241.15,7.6,0,0,18,Week1,Day5
7130,5/1/2007,22:49:00,1.802,0,241.07,7.4,0,0,18,Week1,Day5
7131,5/1/2007,22:50:00,1.806,0,241.4,7.4,0,0,18,Week1,Day5
7132,5/1/2007,22:51:00,1.8,0,240.79,7.4,0,0,18,Week1,Day5
7133,5/1/2007,22:52:00,1.794,0,240.51,7.4,0,0,17,Week1,Day5
7134,5/1/2007,22:53:00,1.792,0,240.45,7.4,0,0,18,Week1,Day5
7135,5/1/2007,22:54:00,1.79,0,240.22,7.4,0,0,18,Week1,Day5
7136,5/1/2007,22:55:00,1.79,0,240.33,7.4,0,0,17,Week1,Day5
7137,5/1/2007,22:56:00,1.782,0,239.67,7.4,0,0,18,Week1,Day5
7138,5/1/2007,22:57:00,1.782,0,239.58,7.4,0,0,18,Week1,Day5
7139,5/1/2007,22:58:00,1.788,0,239.94,7.4,0,0,17,Week1,Day5
7140,5/1/2007,22:59:00,1.84,0.062,239.68,7.6,0,0,18,Week1,Day5
7141,5/1/2007,23:00:00,1.904,0.15,240.28,7.8,0,0,18,Week1,Day5
7142,5/1/2007,23:01:00,1.902,0.152,240.44,7.8,0,0,17,Week1,Day5
7143,5/1/2007,23:02:00,1.9,0.152,240.4,7.8,0,0,18,Week1,Day5
7144,5/1/2007,23:03:00,1.802,0.152,240.45,7.4,0,0,18,Week1,Day5
7145,5/1/2007,23:04:00,1.762,0.154,240.76,7.2,0,0,17,Week1,Day5
7146,5/1/2007,23:05:00,1.748,0.158,241.45,7.2,0,0,18,Week1,Day5
7147,5/1/2007,23:06:00,1.734,0.158,241.23,7.2,0,0,18,Week1,Day5
7148,5/1/2007,23:07:00,1.738,0.16,241.76,7.2,0,0,18,Week1,Day5
7149,5/1/2007,23:08:00,2.824,0.164,240.47,11.8,0,0,18,Week1,Day5
7150,5/1/2007,23:09:00,2.214,0.154,240.34,9.4,0,0,17,Week1,Day5
7151,5/1/2007,23:10:00,1.724,0.154,240.87,7.2,0,0,18,Week1,Day5
7152,5/1/2007,23:11:00,1.722,0.154,240.8,7.2,0,0,18,Week1,Day5
7153,5/1/2007,23:12:00,1.72,0.152,240.65,7,0,0,18,Week1,Day5
7154,5/1/2007,23:13:00,1.718,0.152,240.55,7,0,0,17,Week1,Day5
7155,5/1/2007,23:14:00,1.72,0.154,240.67,7,0,0,18,Week1,Day5
7156,5/1/2007,23:15:00,1.656,0.066,240.27,6.8,0,0,18,Week1,Day5
7157,5/1/2007,23:16:00,1.624,0,240.32,6.6,0,0,17,Week1,Day5
7158,5/1/2007,23:17:00,1.622,0,240.26,6.6,0,0,18,Week1,Day5
7159,5/1/2007,23:18:00,1.616,0,240.03,6.6,0,0,18,Week1,Day5
7160,5/1/2007,23:19:00,1.714,0.122,240.97,7,0,0,18,Week1,Day5
7161,5/1/2007,23:20:00,1.706,0.124,241.51,7,0,0,17,Week1,Day5
7162,5/1/2007,23:21:00,1.716,0.126,242.13,7,0,0,18,Week1,Day5
7163,5/1/2007,23:22:00,1.714,0.126,242.01,7,0,0,18,Week1,Day5
7164,5/1/2007,23:23:00,1.706,0.124,241.56,7,0,0,18,Week1,Day5
7165,5/1/2007,23:24:00,1.716,0.116,241.77,7,0,0,18,Week1,Day5
7166,5/1/2007,23:25:00,1.72,0.122,242.18,7,0,0,18,Week1,Day5
7167,5/1/2007,23:26:00,1.718,0.13,242.29,7,0,0,18,Week1,Day5
7168,5/1/2007,23:27:00,1.72,0.13,242.4,7,0,0,18,Week1,Day5
7169,5/1/2007,23:28:00,1.692,0.088,242.41,7,0,0,18,Week1,Day5
7170,5/1/2007,23:29:00,1.634,0,241.64,6.6,0,0,18,Week1,Day5
7171,5/1/2007,23:30:00,1.642,0,242.27,6.8,0,0,18,Week1,Day5
7172,5/1/2007,23:31:00,1.642,0,242.25,6.8,0,0,18,Week1,Day5
7173,5/1/2007,23:32:00,1.644,0,242.44,6.8,0,0,18,Week1,Day5
7174,5/1/2007,23:33:00,1.636,0,241.85,6.6,0,0,18,Week1,Day5
7175,5/1/2007,23:34:00,1.644,0,242.48,6.8,0,0,18,Week1,Day5
7176,5/1/2007,23:35:00,1.65,0,242.49,6.8,0,0,18,Week1,Day5
7177,5/1/2007,23:36:00,1.656,0,242.85,6.8,0,0,18,Week1,Day5
7178,5/1/2007,23:37:00,1.658,0,242.95,6.8,0,0,18,Week1,Day5
7179,5/1/2007,23:38:00,1.662,0,243.35,6.8,0,0,18,Week1,Day5
7180,5/1/2007,23:39:00,1.746,0.124,243.14,7.2,0,0,18,Week1,Day5
7181,5/1/2007,23:40:00,1.754,0.162,242.45,7.2,0,0,18,Week1,Day5
7182,5/1/2007,23:41:00,1.74,0.156,241.84,7.2,0,0,18,Week1,Day5
7183,5/1/2007,23:42:00,1.732,0.152,241.25,7.2,0,0,18,Week1,Day5
7184,5/1/2007,23:43:00,1.738,0.144,241.38,7.2,0,0,18,Week1,Day5
7185,5/1/2007,23:44:00,1.734,0.142,241.1,7.2,0,0,17,Week1,Day5
7186,5/1/2007,23:45:00,1.734,0.144,241.19,7.2,0,0,18,Week1,Day5
7187,5/1/2007,23:46:00,1.736,0.152,241.48,7.2,0,0,18,Week1,Day5
7188,5/1/2007,23:47:00,1.738,0.158,241.74,7.2,0,0,18,Week1,Day5
7189,5/1/2007,23:48:00,1.736,0.158,241.75,7.2,0,0,18,Week1,Day5
7190,5/1/2007,23:49:00,1.734,0.158,241.67,7.2,0,0,18,Week1,Day5
7191,5/1/2007,23:50:00,1.732,0.158,241.44,7.2,0,0,18,Week1,Day5
7192,5/1/2007,23:51:00,1.73,0.156,241.41,7.2,0,0,17,Week1,Day5
7193,5/1/2007,23:52:00,1.724,0.154,241.1,7.2,0,0,18,Week1,Day5
7194,5/1/2007,23:53:00,1.724,0.154,241.11,7.2,0,0,18,Week1,Day5
7195,5/1/2007,23:54:00,1.718,0.146,241,7,0,0,18,Week1,Day5
7196,5/1/2007,23:55:00,1.64,0,241.53,6.8,0,0,18,Week1,Day5
7197,5/1/2007,23:56:00,1.65,0,242.37,6.8,0,0,18,Week1,Day5
7198,5/1/2007,23:57:00,1.652,0,242.51,6.8,0,0,18,Week1,Day5
7199,5/1/2007,23:58:00,1.654,0,242.78,6.8,0,0,18,Week1,Day5
7200,5/1/2007,23:59:00,1.744,0.13,242.71,7.2,0,0,18,Week1,Day5
7201,6/1/2007,0:00:00,1.726,0.132,242.88,7,0,0,18,Week1,Day6
7202,6/1/2007,0:01:00,1.722,0.132,242.69,7,0,0,18,Week1,Day6
7203,6/1/2007,0:02:00,1.724,0.126,242.62,7,0,0,18,Week1,Day6
7204,6/1/2007,0:03:00,1.716,0.126,241.71,7,0,0,18,Week1,Day6
7205,6/1/2007,0:04:00,1.716,0.128,241.83,7,0,0,18,Week1,Day6
7206,6/1/2007,0:05:00,1.722,0.132,242.39,7,0,0,18,Week1,Day6
7207,6/1/2007,0:06:00,1.72,0.13,242.25,7,0,0,18,Week1,Day6
7208,6/1/2007,0:07:00,1.714,0.128,241.95,7,0,0,18,Week1,Day6
7209,6/1/2007,0:08:00,1.664,0.054,241.75,6.8,0,0,17,Week1,Day6
7210,6/1/2007,0:09:00,1.644,0,241.92,6.8,0,0,18,Week1,Day6
7211,6/1/2007,0:10:00,1.644,0,241.97,6.8,0,0,18,Week1,Day6
7212,6/1/2007,0:11:00,1.64,0,241.61,6.8,0,0,18,Week1,Day6
7213,6/1/2007,0:12:00,1.63,0,241.04,6.6,0,0,18,Week1,Day6
7214,6/1/2007,0:13:00,1.63,0,241.41,6.6,0,0,18,Week1,Day6
7215,6/1/2007,0:14:00,1.7,0.088,242.21,7,0,0,18,Week1,Day6
7216,6/1/2007,0:15:00,1.718,0.146,241.93,7,0,1,18,Week1,Day6
7217,6/1/2007,0:16:00,1.72,0.148,242.1,7,0,2,18,Week1,Day6
7218,6/1/2007,0:17:00,1.724,0.146,242.32,7,0,1,18,Week1,Day6
7219,6/1/2007,0:18:00,1.49,0.14,242.4,6.2,0,2,18,Week1,Day6
7220,6/1/2007,0:19:00,1.544,0.274,243.07,6.4,0,1,18,Week1,Day6
7221,6/1/2007,0:20:00,1.536,0.282,242.8,6.4,0,1,18,Week1,Day6
7222,6/1/2007,0:21:00,1.53,0.282,242.62,6.4,0,2,18,Week1,Day6
7223,6/1/2007,0:22:00,1.536,0.286,243.4,6.4,0,1,18,Week1,Day6
7224,6/1/2007,0:23:00,1.538,0.302,244.38,6.4,0,2,18,Week1,Day6
7225,6/1/2007,0:24:00,1.528,0.298,243.78,6.4,0,1,18,Week1,Day6
7226,6/1/2007,0:25:00,1.502,0.282,241.61,6.2,0,2,18,Week1,Day6
7227,6/1/2007,0:26:00,1.502,0.282,241.8,6.2,0,1,18,Week1,Day6
7228,6/1/2007,0:27:00,1.486,0.274,240.55,6.2,0,1,18,Week1,Day6
7229,6/1/2007,0:28:00,1.454,0.258,237.79,6.2,0,2,17,Week1,Day6
7230,6/1/2007,0:29:00,1.446,0.252,237.16,6.2,0,1,17,Week1,Day6
7231,6/1/2007,0:30:00,1.446,0.254,237.22,6.2,0,1,18,Week1,Day6
7232,6/1/2007,0:31:00,1.47,0.268,239.6,6.2,0,2,17,Week1,Day6
7233,6/1/2007,0:32:00,1.468,0.268,239.62,6.2,0,1,18,Week1,Day6
7234,6/1/2007,0:33:00,1.462,0.264,239.1,6.2,0,1,17,Week1,Day6
